start	end	text
1930220	1930760	déjà il y a un problème
1930760	1931060	d'accord
1931060	1932860	ils sont dans un truc en plastique
1932860	1933640	où en fait
1933640	1934820	qui n'est pas vraiment ouvert
1934820	1935360	que de toute façon
1935360	1936020	même si tu voulais
1936020	1936640	prendre un gâteau
1936640	1937340	tu ne pourrais pas
1937340	1938560	les gâteaux ont eu chaud
1938560	1939640	ils ont clairement fondu
1939640	1941620	et ils sont cassés
1941620	1943100	cassés dans tous les endroits
1943100	1943800	et puis tu sais bien
1943800	1944520	qu'on n'accepte pas
1944520	1945860	de nourriture
1945860	1947200	des inconnus comme ça
1947200	1947880	et en plus
1947880	1949140	c'est vrai que de toute façon
1949140	1950680	et c'est là où
1950680	1951600	plein de questions
1951600	1952140	se sont posées
1952140	1952620	bon déjà
1952620	1953360	donc il est venu
1953360	1954400	j'ai entendu
1954400	1955700	tu sais
1955700	1957400	tu sens que le gâteau s'approche
1957400	1958260	tu entends gâteau
1958260	1959200	gâteau
1959200	1960880	tu as un casque sur toi
1960880	1961580	tu écoutes de la musique
1961580	1962460	oui au début oui
1962460	1963280	mais après j'entends
1963280	1964640	quand même beaucoup gâteau
1964640	1966300	et donc le gâteau s'approche
1966300	1967320	et là tu sais
1967320	1968200	que ça va être ton moment
1968200	1968980	qu'il va falloir
1968980	1969720	pas rire
1969720	1971140	refuser poliment
1971140	1972080	être
1972080	1973020	tu comprends
1973020	1973520	il y a plein de
1973520	1974680	tu peux prendre
1974680	1975460	et puis dire merci
1975460	1977180	retourner à ton livre
1977180	1978120	et remettre ton casque
1978120	1979260	et bien je me suis demandé
1979260	1980340	est-ce que
1980340	1981300	je
1981300	1983040	j'aurais fait ça comme un enfant
1983040	1983260	tu vois
1983260	1983660	genre merci
1983660	1984420	je le mangerai plus tard
1984420	1986980	mais on est sur 67 noms
1986980	1987540	d'affilé quoi
1987540	1989000	t'aurais osé être le premier gars
1989000	1989420	qui dit oui
1989420	1990400	tu penses que c'était mieux
1990400	1990480	bien sûr
1990480	1992160	tu penses qu'il avait ce besoin
1992160	1993300	de filer le gâteau quoi
1993300	1994100	ouais je pense
1994100	1995860	donc toi tu l'aurais pris
1995860	1997440	ouais moi j'aurais dit oui merci
1997440	1998620	et je le mangerai plus tard
1998620	1999560	ouais mais c'est trop facile
1999560	2000800	j'aurais été résistant
2000800	2002080	j'aurais été
2002080	2003720	c'est trop facile
2003720	2005240	j'aurais dit non aux nazis
2005240	2006440	j'aurais mangé un gâteau
2006440	2006940	bon sûr
2006940	2008820	j'aurais pris le gâteau
2008820	2009940	non mais la pression sociale
2009940	2010360	était dure
2010360	2011940	mais quelqu'un après moi
2011940	2012420	l'a pris
2012420	2013380	en tout cas il y a eu une conversation
2013380	2014300	tu vois
2014300	2015460	et quand il y a eu la conversation
2015460	2016180	là j'ai mis le cas
2016180	2016980	j'ai mis très très fort
2016980	2018820	j'arrivais pas à gérer socialement
2018820	2020140	mais du coup
2020140	2021240	je me rends compte que
2021240	2021600	ouais je suis
2021600	2022260	c'est vrai que t'as un risque
2022260	2023000	dire oui ça
2023000	2025460	ça pouvait partir en discussion
2025460	2025980	de deux heures
2025980	2026380	exactement
2026380	2028660	mais moi j'ai tendance
2028660	2030200	et par coup hardis
2030200	2030560	je l'ai évité
2030560	2031180	être un peu trop
2031180	2032320	un peu trop gentil
2032320	2033220	sur ces trucs là
2033220	2034600	et souvent je le regrette
2034600	2034840	tu vois
2034840	2036180	je sais pas si
2036180	2037020	je vous avais raconté
2037020	2037980	la personne un peu zinzin
2037980	2038680	du métro
2038680	2040180	non
2040180	2040640	dans ce podcast
2040640	2042440	une personne amoureuse de moi
2042440	2043140	à l'arrêt de bus
2043140	2044320	qui prenait le métro
2044320	2044960	avec moi ensuite
2044960	2045920	je vous ai pas raconté ça
2045920	2046720	oh putain
2046720	2048460	si en plus c'est souvent
2048460	2049120	et puis qu'après
2049120	2050180	ça devient amoureux
2050180	2051300	c'est très compliqué
2051300	2051580	c'est ça
2051580	2052180	c'est ça
2052180	2052980	et puis bah
2052980	2054320	à une époque
2054320	2055000	je prenais le bus
2055000	2055580	puis le métro
2055580	2056660	et elle habitait à côté
2056660	2056940	de chez moi
2056940	2057700	donc elle faisait pareil
2057700	2058160	et un jour
2058160	2059080	elle a commencé à me parler
2059080	2059940	en descendant du métro
2059940	2061860	une petite personne
2061860	2063860	de mon âge
2063860	2064280	mais on sentait
2064280	2065000	qu'il y avait un problème
2065000	2065980	il y avait un problème
2065980	2067420	elle parlait d'une voix
2067420	2069060	très très très aiguë
2069060	2071940	elle était très très mal peignée
2071940	2072700	des cheveux un peu
2072700	2073040	de
2073040	2074960	c'est dur ce que vous faites
2074960	2075500	parce qu'on essaie
2075500	2076180	de vraiment pas rire
2076180	2076740	dans ce segment
2076740	2078460	on se dit que c'est pas bien de rire
2078460	2079180	moi je rigole pas
2079180	2080900	je n'ai pas une once de sourire
2080900	2082040	parce qu'elle était très touchante
2082040	2082840	mais je sais
2082840	2083740	mais on sentait
2083740	2085180	qu'il y avait un petit handicap
2085180	2085680	et
2085680	2086640	enflure
2086640	2088320	et donc elle me disait
2088320	2089300	qu'elle vivait chez sa mère
2089300	2091500	on sentait qu'elle s'habillait
2091500	2091940	toute seule
2091940	2093080	mais que c'était pas encore au point
2093080	2093560	arrête
2093560	2095060	mais t'en fais des caisses là
2095060	2095600	non c'est vrai
2095600	2095920	c'est vrai
2095920	2097280	passons à autre chose
2097280	2097760	oui bon
2097760	2098200	et alors
2098200	2098820	bref et puis un jour
2098820	2100120	dans le métro
2100120	2101360	elle parlait donc très très fort
2101360	2102220	et moi j'avais des discussions
2102220	2102700	avec elle
2102700	2103920	assez marrantes
2103920	2104420	mais c'est vrai que
2104420	2105440	tout le wagon nous regardait
2105440	2106120	parce qu'elle parlait
2106120	2106740	très très fort
2106740	2107800	et moi je travaille
2107800	2109140	à la BNF
2109140	2109740	et voilà etc
2109740	2110780	oh l'imitation
2110780	2111580	c'est trop
2111580	2111980	c'est vrai
2111980	2112660	elle parlait comme ça
2112660	2114120	vous essayez de te faire craquer
2114120	2115280	non mais c'est nul
2115280	2116040	et puis un jour
2116040	2117020	elle m'a demandé
2117020	2118060	s'il y avait moyen
2118060	2118960	que ça aille un peu plus loin
2118960	2120640	et j'ai dû mettre le haut là
2120640	2121580	oh ça devait être bien
2121580	2122600	à savoir
2122600	2125680	être assez carré là-dessus
2125680	2125920	ouais
2125920	2127000	et ça lui a fait beaucoup de mal
2127000	2127960	ah ouais
2127960	2128780	mais bon au moins toi
2128780	2129680	toi tu es
2129680	2130540	tu es
2130540	2131180	tu es
2131180	2131920	enfin tu vois
2131920	2132560	tu peux dire
2132560	2133780	t'as une vraie excuse quoi
2133780	2134740	t'es papa maintenant
2134740	2135020	t'es tranquille
2135020	2136880	et donc ça a duré 3-4 ans
2136880	2137680	ah ouais
2137680	2138420	non pardon
2138420	2139780	c'était il y a 3-4 ans
2139780	2140620	c'est ce que je voulais dire
2140620	2141800	c'est que c'était il y a 3-4 ans
2141800	2143020	et je l'ai revu
2143020	2143960	à l'arrêt de bus
2143960	2144780	cette année
2144780	2146600	en train d'alpaguer
2146600	2147720	à un autre homme
2147720	2148640	et j'ai été
2148640	2149500	très vexé
2149500	2151860	c'est ça ?
2151860	2152820	à 4 ans
2152820	2153860	tu m'as déjà oublié ?
2153860	2157120	ok j'étais pas disponible
2157120	2157580	mais moi
2157580	2158340	si c'est que ça
2158340	2158880	les gabines
2158880	2159400	je les balance
2159400	2160420	on n'est rien à foutre
2160420	2161720	d'accord
2161720	2162360	voilà
2162360	2163340	j'ai été un peu
2163340	2165160	un peu quand même rassuré
2165160	2166500	de la voir avec quelqu'un d'autre
2166500	2168200	on est mal formé
2168200	2169120	on est mal formé
2169120	2169820	moi je ne sais
2169820	2172580	on est mal formé
2172580	2173260	les mal formés
2173260	2174140	c'est les personnes
2174140	2175500	dont on parle justement
2175500	2177000	mais nous on est mal
2177000	2178100	on n'est pas formé
2178100	2179320	on n'est pas formé
2179320	2179520	voilà
2179520	2180800	on n'est pas formé
2180800	2182400	tu vois je ne savais pas
2182400	2183200	comment réagir
2183200	2183720	je me suis senti
2183720	2184720	une merde
2184720	2185820	je me suis senti une merde
2185820	2186300	voilà
2186300	2187480	t'es gentil
2187480	2188440	t'essayes de parler un peu
2188440	2189980	et quand ça devient chiant
2189980	2191320	tu te dis que bon
2191320	2192680	déjà on ne t'y reprendra plus
2192680	2193840	et puis tu arrives un peu à
2193840	2195100	et d'ailleurs c'est ce que j'ai pensé
2195100	2195580	je me suis dit
2195580	2196160	ce gars là
2196160	2196620	c'est impossible
2196620	2197520	qu'il voyage tout seul
2197520	2198520	donc à mon avis
2198520	2199600	il était avec quelqu'un
2199600	2200900	qui a dit
2200900	2202020	bah allez vas-y
2202020	2202620	va faire un tour
2202620	2203460	on va proposer des gâteaux
2203460	2204100	qui en a eu marre
2204100	2206080	et je pense qu'on a déchargé
2206080	2206680	un petit peu
2206680	2208060	10 secondes par 10 secondes
2208060	2208620	ce gars
2208620	2210240	de faire les 2 heures
2210240	2211160	avec monsieur Gâteau
2211160	2211960	qui pourrait être compliqué
2211960	2212720	bah en tout cas
2212720	2213260	je me suis dit
2213260	2214700	parce que impossible
2214700	2215420	il voyage tout seul
2215420	2215920	impossible
2215920	2216960	donc à un moment
2216960	2218040	le gars soit il dormait
2218040	2218840	soit il lui a dit vas-y
2218840	2220560	et nous on l'a un peu déchargé
2220560	2221320	de sa charge
2221320	2223320	donc c'était une bonne action
2223320	2224220	et en vrai
2224220	2225240	je pense sincèrement
2225240	2225780	que c'est comme ça
2225780	2226360	qu'on devrait gérer
2226360	2227220	parce qu'il y a des gens
2227220	2228320	sous prétexte
2228320	2229060	que c'est leur famille
2229060	2229340	quoi
2229340	2230500	mais en vrai
2230500	2231060	non
2231060	2231880	on devrait tous avoir
2231880	2232860	un temps d'handicapos
2232860	2233780	pour s'occuper de ces gens
2233780	2234520	et des vieux pareil
2234520	2236480	ça devrait être comme un impôt
2236480	2237560	bah bien sûr
2237560	2238900	le gars il a tiré la boule noire
2238900	2240260	son frère il est comme ça
2240260	2240880	c'est dur
2240880	2241920	mais pourquoi c'est à lui
2241920	2243220	de s'en occuper 24h sur 24
2243220	2243500	non
2243500	2245500	si on s'occupait tous
2245500	2245880	il y a des gens
2245880	2246520	dont c'est le travail
2246520	2247680	pas assez mais il y en a
2247680	2248120	oui oui
2248120	2249040	mais il y en a dont c'est le travail
2249040	2249940	mais même ceux dont c'est
2249940	2250220	enfin
2250220	2251880	je suis pour
2251880	2252780	en tout cas
2252780	2253940	si vous avez
2253940	2254500	un service
2254500	2255140	un service
2255140	2255920	voilà
2255920	2257040	si vous avez un légume
2257040	2257680	autour de vous
2257680	2258500	quelqu'un qui voilà
2258500	2259220	qui bave
2259220	2260300	on ne comprend pas ce qu'il raconte
2260300	2260980	et que c'est compliqué
2260980	2262100	moi je m'engage
2262100	2263880	à le prendre 15 secondes
2263880	2265080	alors il y a tout un
2265080	2266900	tout un problème de logistique
2266900	2267960	oui tu t'engages pas
2267960	2268760	mais tout le monde
2268760	2269440	fait 15 secondes
2269440	2270540	si tout le monde faisait 15 secondes
2270540	2271120	ça va couper
2271120	2272260	donc on va couper
2272260	2273060	puis on va revenir
2273060	2273720	déjà ?
2273720	2273900	ouais
2273900	2274980	parce que c'est trop tard
2274980	2277120	je suis pas enregistrement
2277120	2278440	mais je mets fin à la réunion
2278440	2280180	et on est back
2280180	2281320	sur les antennes
2281320	2282440	de couilles FM
2282440	2283380	alors je suis avec
2283380	2283780	c'est sympa
2283780	2284300	sympa
2284300	2284600	alors
2284600	2286100	alors écoute
2286100	2288020	je sais pas combien t'as de temps
2288020	2289200	j'avoue que j'ai quelques petits sujets
2289200	2289660	à aborder
2289660	2290760	bah oui vas-y vas-y
2290760	2292140	déjà là on a dit 40 minutes
2292140	2292840	allez hop tac
2292840	2293380	un peu plus
2293380	2294080	allez vas-y à toi
2294080	2294640	alors
2294640	2297800	j'ai voulu
2297800	2299480	il y a peu
2299480	2300560	c'est bien déjà
2300560	2302460	déjà tu vois que je m'en sors
2302460	2303560	je commence à vouloir calmer
2303560	2304720	non mais t'as des initiatives
2304720	2305760	c'est pas mal déjà mon
2305760	2306260	allez
2306260	2306800	je suis bien content
2306800	2311360	vendre des caleçons sur Vinted
2311360	2312340	non
2312340	2313080	non
2313080	2315440	la personne qui m'a dit
2315440	2316540	que je ne devais jamais acheter
2316540	2317600	des chaussures d'autres gens
2317600	2319700	oui mais alors attention
2319700	2320700	pourquoi
2320700	2323700	c'est vrai que c'est bien que tu le précises
2323700	2325240	ils n'ont jamais été portés
2325240	2326240	c'est ça ?
2326240	2326940	de toute façon
2326940	2327540	sur Vinted
2327540	2328740	alors c'est sur
2328740	2330600	la bonne foi des gens
2330600	2331500	mais tu ne peux pas vendre
2331500	2332900	deux sous-vêtements portés
2332900	2334120	ils doivent être neufs avec étiquette
2334120	2334740	bon
2334740	2336680	et il y a des sites
2336680	2337840	pour des sous-vêtements portés
2337840	2338600	c'est au Japon
2338600	2339360	voilà
2339360	2340200	il n'y a pas de problème
2340200	2340960	c'était le cas des
2340960	2341760	il y a des photos
2341760	2342360	c'est carré
2342360	2343460	par curiosité
2343460	2344180	moi j'en ai acheté
2344180	2344680	voilà
2344680	2345420	17
2345420	2346140	18
2346140	2346540	voilà
2346540	2347340	pour voir comment ça
2347340	2348180	attention Urbain
2348180	2350640	vous risquez de spoiler mon histoire
2350640	2351080	ah pardon
2351080	2352100	excusez-moi
2352100	2352580	et donc
2352580	2355420	ils étaient neufs
2355420	2356600	trop petits pour moi
2356600	2357900	je le savais
2357900	2359460	et donc je les mets en vente
2359460	2360120	j'ai du temps
2360120	2360940	je suis au chômage
2360940	2361800	voilà
2361800	2362720	je les mets à pas cher
2362720	2364360	non mais on voit où ça va
2364360	2366940	et une personne me contacte
2366940	2368060	en me demandant
2368060	2370540	si ils étaient toujours à vente
2370540	2373560	et s'ils avaient été portés
2373560	2374060	donc je lui dis
2374060	2374780	bah non
2374780	2375900	ils sont neufs
2375900	2376580	et de toute façon
2376580	2377420	tout ce que j'envoie
2377420	2378300	est au préalable
2378300	2379760	lavé en machine
2379760	2382020	ce à quoi il me répond
2382020	2383760	oh mais
2383760	2385380	ça aurait pas été un problème
2385380	2388680	je le comprends tout de suite
2388680	2390020	même s'il est un peu
2390020	2392000	il reste un peu en dedans
2392000	2392720	je comprends tout de suite
2392720	2393340	ce qu'il veut le pp
2393340	2395760	il a ta photo ?
2395760	2396760	alors sur Vinted
2396940	2398000	ouais je crois qu'il a accès
2398000	2398940	mais on voit pas bien ma tête
2398940	2401360	il sait juste que je vends des caleçons
2401360	2402400	mais on voit que c'est un beau
2402400	2403060	oui mais le gars
2403060	2403700	est pas regardant
2403700	2404680	pour lui n'importe quel gars
2404680	2405240	ça va quoi
2405240	2406340	bah il voit pas grand chose
2406340	2407260	mais bonne question
2407260	2408240	et donc
2408240	2411680	je lui dis que
2411680	2413480	ils sont propres
2413480	2415260	je sens qu'il est un peu déçu
2415260	2416440	entre temps
2416440	2417740	les caleçons sont vendus
2417740	2418340	à une dame
2418340	2419060	qui me les achète
2419060	2419800	a pris coûtant
2419800	2422120	et le mec revient le lendemain
2422120	2423800	ah c'était pour mon mec
2423800	2424600	je suis désolé
2424600	2426100	il m'a pas donné sa réponse
2426100	2427560	est-ce que tu as
2427560	2429560	d'autres caleçons à vendre ?
2429560	2430100	et je lui dis
2430100	2431040	potentiellement
2431040	2431720	oui
2431720	2432640	un peu la flemme
2432640	2433360	de les mettre en ligne
2433360	2434440	pas tout de suite
2434440	2435240	mais pourquoi pas
2435240	2435660	au pire
2435660	2436240	si je les mets en ligne
2436240	2436900	je le préviendrai
2436900	2438480	il me dit
2438480	2441640	ceux-là ont-ils été portés ?
2441640	2442880	là je commence
2442880	2443440	à me dire
2443440	2444080	écoute Coco
2444080	2446000	tu commences à pas
2446000	2446940	me prendre pour un jambon
2446940	2448480	donc je lui dis
2448480	2450520	mais non non
2450520	2451020	ils sont propres
2451020	2452020	parce que tu préférais
2452020	2452920	que je les envoie sales
2452920	2453820	et il me dit
2453820	2454160	oh non
2454160	2455340	pas forcément sales
2455340	2456240	mais je veux dire
2456240	2457380	s'ils viennent d'être portés
2457380	2458080	je peux les laver
2458080	2460220	ouais
2460220	2461500	il me prend pour un con
2461500	2463520	et là je me suis dit
2463520	2463800	tiens
2463800	2465220	on va se marrer un petit peu
2465220	2466960	j'ai essayé de creuser un petit peu
2466960	2468120	l'histoire avec mon pépère
2468120	2468980	je me suis dit
2468980	2470300	si tu veux des caleçons portés
2470300	2471020	tu peux me demander
2471020	2471860	je juge pas
2471860	2473140	et là ça y est
2473140	2474220	j'ai ouvert les vannes
2474220	2474740	haha oui
2474740	2475420	je préfère
2475420	2475980	smiley
2475980	2476380	clin d'oeil
2476380	2477200	qui tire la langue
2477200	2478200	l'idée
2478200	2479680	qu'il ait déjà été porté
2479680	2480340	et voire même
2480340	2481240	pouvoir le sentir
2481240	2482660	ça me plaît énormément
2482660	2484240	et là bon
2484240	2485400	j'arrête un peu de répondre
2485400	2487120	parce que j'ai une vie
2487120	2488520	et que c'était marrant
2488520	2489180	5 secondes
2489180	2490060	et il panique
2490060	2491340	il panique
2491340	2492200	et donc il m'envoie
2492200	2492700	plein de messages
2492700	2493520	en 5 minutes
2493520	2494860	je ne t'ai pas choqué
2494860	2495920	excuse-moi
2495920	2497040	pardon excuse-moi
2497040	2497960	laisse tomber
2497960	2499020	oublie ma demande
2499020	2499680	oui
2499680	2501280	tu peux pas
2501280	2501760	tu sais
2501760	2503060	là je te trouve cruel
2503060	2503840	tu sais très bien
2503840	2504260	le gars
2504260	2505040	il est
2505040	2505980	c'est dur
2505980	2507420	il balance le truc
2507420	2508960	j'étais très réglo
2508960	2509720	j'étais très réglo
2509720	2511000	il n'y a pas de problème
2511000	2512120	je ne te juge pas
2512120	2513240	oui mais t'as laissé la panique
2513240	2514000	et tu savais cette panique
2514000	2514800	attends la panique
2514800	2515640	5 minutes
2515640	2516660	mais c'est énorme
2516660	2517800	mais à ce stade
2517800	2519480	on échange
2519480	2520080	on échange
2520080	2521600	à ce stade
2521600	2523020	quand tu dis un truc comme ça
2523020	2524600	c'est énorme
2524600	2525140	c'est trop long
2525140	2525480	5 minutes
2525480	2525960	tu te rends compte
2525960	2526660	c'est un calvaire
2526660	2527540	c'est pas bien ce que t'as fait
2527540	2528860	c'est pas bien ce que t'as fait
2528860	2530140	c'est pas tant un calvaire
2530140	2530840	parce que j'étais quand même
2530840	2532160	très très bienveillant avec lui
2532160	2533760	oui mais ces 5 minutes
2533760	2534740	ont été durs
2534740	2535460	bah ouais
2535460	2536260	il supprimait les messages
2536260	2537020	je me dis calme toi
2537020	2538840	en revanche
2538840	2539740	combien tu proposes
2539740	2541300	pour un caleçon porté 24h
2541300	2542200	parce que quand même
2542200	2543900	tu vois il y a un petit taf derrière
2543900	2545940	et ce mec
2545940	2547480	m'a proposé
2547480	2548900	9
2548900	2550760	9 ou 10 euros je crois
2550760	2552360	et là
2552360	2552960	et là je lui ai dit
2552960	2553400	mon coco
2553400	2554700	tu
2554700	2555060	non
2555060	2555840	tu me prends pour
2555840	2556420	non non
2556420	2557160	je suis pas
2557160	2558400	je suis pas
2558400	2559440	je vais pas le faire
2559440	2560020	un caleçon
2560020	2561520	facile
2561520	2562820	mais si je le ferais
2562820	2563120	oui
2563120	2564200	à combien t'estimes
2564200	2564320	donc voilà
2564320	2565120	donc la question
2565120	2566080	à combien t'estimes
2566080	2566660	mon courti
2566660	2567160	c'est
2567160	2569180	à combien tu penses
2569180	2569660	que se vend
2569660	2571160	un caleçon porté 24h
2571160	2572540	sachant que ça dépend
2572540	2573040	quand même beaucoup
2573040	2573620	de l'acheteur
2573620	2574600	et que je suis allé
2574600	2575040	me renseigner
2575040	2575660	sur les sites
2575660	2576340	dont tu parlais
2576340	2577840	où on est quand même
2577840	2578460	sur des trucs
2578460	2579620	très très crades
2579620	2581420	alors il y a tout un lexique
2581420	2582040	ta gueule
2582040	2582940	ta gueule
2582940	2583800	bien cartonné
2583800	2585100	alors bien cartonné
2585100	2586480	bien cartonné
2586480	2587320	c'est quand t'as juté
2587320	2588280	plusieurs fois dedans
2588280	2589860	et que c'est devenu du carton
2589860	2591280	hé il en dit des choses
2591280	2591480	lui
2591480	2593260	ça parle
2593260	2594720	et tu peux avoir
2594720	2595660	des caleçons
2595660	2597740	la pipelette
2597740	2598140	et piapi
2598140	2598460	piapi
2598460	2601020	il a des choses
2601020	2602240	à dire celui-là
2602240	2603520	il couse
2603520	2603880	il couse
2603880	2604500	il couse
2604500	2605840	et puis ça
2605840	2606620	n'arrête pas l'enflure
2606620	2608060	ça parle
2608060	2608400	ça parle
2608400	2608880	ça parle
2608880	2609560	bref
2609560	2610420	il n'y a pas que les caleçons
2610420	2611560	il y a aussi les chaussettes
2611560	2612340	hé
2612340	2613940	pas le même sujet
2613940	2614680	bien sali
2614680	2616000	bien trompé tes chaussettes
2616000	2616920	hé hé hé
2616920	2617480	oh
2617480	2618140	un deux
2618140	2618720	et figure-toi que
2618720	2619240	c'est jamais
2619240	2620940	beaucoup de thunes
2620940	2621440	test
2621440	2621800	un deux
2621800	2622620	c'est très décevant
2622620	2622960	ok
2622960	2624580	en fait j'ai vu des trucs
2624580	2625780	entre 12 et 25 euros
2625780	2626260	le calbar
2626260	2627400	donc on est
2627400	2628400	pour les mecs
2628400	2629080	les prix descendent
2629080	2629960	mais moi je vais te dire un truc
2629960	2630780	après on va clore le
2630780	2631220	oui pour les mecs
2631220	2631940	évidemment
2631940	2632500	mais toi
2632500	2633580	on va clore le sujet
2633580	2634520	à combien
2634520	2636780	tu acceptes de vendre un caleçon
2636780	2638540	que t'as porté une journée à un mec
2638540	2640100	ce n'est pas la question
2640100	2640840	mais je vais y répondre
2640840	2641340	c'est ma question
2641340	2642200	oui mais
2642200	2643520	mais comme disait Jean-le-Marché
2643520	2644480	oui mais c'est ma réponse
2644480	2645320	donc
2645320	2646460	euh
2646460	2647560	euh
2647560	2650220	moi je pense que toi
2650220	2651840	il y a deux trucs
2651840	2652220	un
2652220	2654060	s'il avait vraiment ta photo
2654060	2655240	t'es quand même un très beau gars
2655240	2656100	ok
2656100	2657000	plus
2657000	2658320	non mais il a ma photo
2658320	2659160	non non mais
2659160	2660460	s'il a genre toutes les photos
2660460	2661800	on te voit sous toutes les coutures
2661800	2662220	ok
2662220	2663760	donc très beau gars
2663760	2665060	plus
2665060	2667260	notoriété
2667260	2668060	si genre
2668060	2668620	c'est le
2668620	2670380	si c'est authentique
2670380	2672060	c'est officiel
2672060	2673200	le caleçon
2673200	2674460	deux clément pour ça
2674460	2676020	ex nostromo
2676020	2677260	deux plutôt caustique
2677260	2677960	euh voilà
2677960	2678940	moi
2678940	2680200	ça part pas
2680200	2681960	à moins de 100 balles
2681960	2682960	pour moi c'est ça que tu vaux
2682960	2684020	tes couilles valent ça mon pote
2684020	2685320	et ça peut partir
2685320	2687080	ouais je suis pas loin d'être d'accord
2687080	2688320	100 balles
2688320	2689840	bien porté
2689840	2690200	bien
2690200	2691060	bien couillé
2691060	2691400	bien
2691400	2692140	et j'ai pas envie
2692140	2692500	bien cartonné ouais
2692500	2693060	ta gueule
2693060	2693580	ta gueule
2693580	2694480	toi tu fermes ta gueule
2694480	2696200	déjà ça c'est clair
2696200	2696960	euh
2696960	2699800	mais 100 balles
2699800	2700920	voire 150 balles
2700920	2701100	ouais
2701100	2702260	moi
2702260	2703000	euh
2703000	2703380	non
2703380	2704140	moi
2704140	2704720	euh
2704720	2705800	alors je suis plus célèbre
2705800	2706380	on peut pas
2706380	2706980	mais on peut le dire
2706980	2707680	ça je suis plus célèbre
2707680	2708000	bien sûr
2708000	2708340	bien sûr
2708340	2709760	t'es une petite personnalité
2709760	2710500	française
2710500	2711520	moins beau
2711520	2713560	après ça peut jouer
2713560	2715000	j'ai quand même un plus gros fion
2715000	2715340	et tout
2715340	2716240	je serai quand même
2716240	2716740	dans les
2716740	2717340	dans les
2717340	2718160	mais oui parce qu'il y en a
2718160	2718820	à qui ça doit plaire
2718820	2719160	évidemment
2719160	2720960	donc ça c'est encore autre chose
2720960	2721620	mais
2721620	2722420	ouais
2722420	2723200	moi ça part
2723200	2724960	en tout cas ça part à 100 balles
2724960	2726620	ok
2726620	2727440	bah écoutez
2727440	2728880	au moins les prix sont là
2728880	2729800	si ça intéresse les gens
2729800	2731760	bah écoutez c'est pareil
2731760	2733320	si vous voulez des calabars
2733320	2734120	c'est 100 balles
2734120	2734500	pas moins
2734500	2735920	voilà c'est tout
2735920	2736480	merci bien
2736480	2737500	bon et si ça se trouve
2737500	2738220	on s'est fait de la thune
2738220	2740300	tu me fais chier avec tes histoires
2740300	2740640	t'es
2740640	2742260	en fait t'es vraiment le
2742260	2742760	c'est marrant
2742760	2743600	parce qu'on nous regardait
2743600	2744700	comment ça se fait que c'est toi
2744700	2745920	le dégueu de ce podcast
2745920	2747780	c'est vrai
2747780	2748480	ah là là
2748480	2749740	j'accouille là
2749740	2751420	il aime ça les trucs dégueulasses
2751420	2753380	moi j'aime pas ça
2753380	2753860	c'est marrant
2753860	2755020	parce que les gens disent
2755020	2755780	toujours à Urbain
2755780	2756580	imagine l'inverse
2756580	2757520	tu montres un truc
2757520	2758240	qui te dégoûte
2758240	2759560	et moi je le regarde
2759560	2760080	et je suis content
2760080	2761500	c'est moins sympa
2761500	2762920	pour les auditeurs
2762920	2763960	non mais je suis d'accord
2763960	2765200	je t'amène un mec
2765200	2766200	qui boit une pinte de pisse
2766200	2768060	bah légitimement
2768060	2768740	tu t'es
2768740	2770100	t'es choqué quoi
2770100	2770480	oui mais les deux
2770480	2771940	que vous fassiez vos recherches
2771940	2772580	ça m'inquiète
2772580	2773420	que ça vous tombe
2773420	2774840	sur le coin de la gueule
2774840	2775980	ça m'inquiète aussi
2775980	2776400	donc
2776400	2778000	après mets des caleçons
2778000	2778920	en vente sur Vinted
2778920	2779560	et ça va t'arriver
2779560	2779840	je pense
2779840	2782100	oui
2782100	2782680	oui oui
2782680	2783560	c'est possible
2783560	2784100	écoutez
2784100	2785120	changement de sujet
2785120	2786140	mais merci
2786140	2786800	belle anecdote
2786800	2787940	ça fait plaisir
2787940	2788340	bah ouais
2788340	2789200	bah je suis là pour ça
2789200	2790900	c'est mon métier mon gars
2790900	2791620	alors
2791620	2792860	tu voulais des rubriques
2792860	2793820	je t'amène des rubriques
2793820	2794440	moi c'est la rubrique
2794440	2795780	gros cradeau
2795780	2798240	promesse enfant
2798240	2799700	dans le train
2799700	2802460	ah j'ai un sujet train aussi
2802460	2805160	j'ai un sujet
2805160	2806200	mais j'ai eu des
2806200	2806880	bah j'ai eu des
2806880	2807260	ouais
2807260	2808580	toi t'es parent maintenant
2808580	2810100	donc deux
2810100	2811000	ah bon ?
2811000	2811240	oui
2811240	2811740	bon
2811740	2812200	oui pardon
2812200	2812820	ah oui
2812820	2813520	non mais t'oublies
2813520	2815420	deux fois en plus
2815420	2816140	excuse moi
2816140	2816720	oui oui
2816720	2818200	toujours pas de préféré d'ailleurs
2818200	2819640	non non non
2819640	2820100	ça viendra
2820100	2821120	les deux racistes
2821120	2821380	elles sont
2821380	2822940	ouais les deux pareilles
2822940	2824300	il y en a une qui est plus de lesquins
2824300	2826040	que Soral c'est ça ?
2826040	2826480	oui c'est ça
2826480	2828080	mais à cet âge là
2828080	2828900	ça se voit à peine
2828900	2829760	oui oui
2829760	2830600	bah on comprend
2830600	2831280	mais bon après
2831280	2832320	ils arrivent
2832320	2833680	à s'accorder sur un programme commun
2833680	2834280	d'extrême droite
